33221747	325076723
65860206	136862815
65860206	325076723
65860206	32586013
57498443	137346000
64147321	232851192
30086418	42450481
30086418	57806075
22332932	137346000
136862815	625155895
136862815	65860206
136862815	22863459
136862815	752534941
136862815	285560338
136862815	1119371750
136862815	2418202284
136862815	27315743
136862815	45867342
136862815	325076723
136862815	208313311
136862815	58054750
136862815	24044350
136862815	158299293
136862815	19514123
136862815	190876860
136862815	15076861
136862815	96058851
136862815	125353231
136862815	22091798
136862815	57083069
136862815	20865172
136862815	137346000
136862815	20252085
161476738	325076723
161476738	2607850522
161476738	542350701
614767485	325076723
282130537	14499408
282130537	325076723
282130537	136862815
24389773	188950667
264002185	325076723
264002185	20252085
935779562	144402222
935779562	20964739
2178816259	325076723
144402222	935779562
144402222	20719498
144402222	316723112
144402222	42138102
144402222	20964739
144402222	232851192
144402222	122745846
981050484	232851192
14682928	42138102
247116510	111229195
16742190	65860206
16742190	136862815
2418202284	325076723
2418202284	137346000
2418202284	20252085
2418202284	136862815
19514123	136862815
20964739	935779562
20964739	14893186
20964739	232851192
20964739	144402222
137346000	325076723
137346000	162620363
137346000	423764891
137346000	20719498
137346000	57498443
137346000	198659102
137346000	136862815
137346000	22332932
137346000	20252085
2423329012	53939400
234445788	29628029
134947732	325076723
1457834712	325076723
122745846	268651352
122745846	232851192
122745846	144402222
122745846	42138102
122745846	14893186
197184097	2275187150
489949478	325076723
14499408	282130537
45867342	325076723
45867342	136862815
45867342	20252085
45867342	232851192
14367955	136862815
16571265	137346000
29211754	325076723
158299293	136862815
158299293	20252085
158299293	325076723
601173448	53237953
316723112	144402222
423764891	20252085
423764891	137346000
364511508	325076723
559188954	325076723
325076723	33734341
325076723	137346000
325076723	2201679114
325076723	46353111
325076723	167996616
325076723	29628029
241321690	325076723
629634290	325076723
96186826	325076723
232851192	65860206
232851192	325076723
232851192	20719498
232851192	122745846
232851192	144402222
202665828	20252085
202665828	20865172
58770482	325076723
198659102	137346000
198659102	20252085
42138102	122745846
42138102	144402222
42138102	232851192
42138102	14893186
23501491	325076723
20719498	325076723
20719498	137346000
20719498	232851192
20719498	144402222
285560338	325076723
285560338	136862815
96058851	2260869710
96058851	325076723
96058851	136862815
32586013	65860206
20252085	423764891
20252085	137346000
20252085	136862815
46758161	325076723
2644617519	325076723
24044350	136862815
988961208	325076723
423086363	325076723
247462147	325076723
305298493	325076723
807371066	132718811
20865172	20252085
20865172	202665828
20865172	136862815
348067217	325076723
138833629	325076723
16051828	137346000
188950667	137346000
188950667	24389773
248241187	28031074
2524229443	325076723
2710267782	325076723
29628029	325076723
162620363	137346000
34054564	325076723
266649545	20252085
39182231	325076723
2375982860	274974275
557921815	136862815
557921815	325076723
22091798	136862815
274974275	2375982860
68722123	64147321
542350701	161476738
292606282	2275187150
292606282	330072705
111229195	272218889
111229195	247116510
49142437	325076723
49142437	29921283
42450481	57806075
42450481	30086418
22863459	136862815
2275187150	197184097
2275187150	292606282
46353111	325076723
2528996239	1540032566
15076861	325076723
15076861	136862815
144120518	43292648
144120518	65860206
308532914	238925606
308532914	40919998
27315743	136862815
27315743	325076723
1282267897	325076723
33734341	325076723
2260869710	96058851
311777580	1432149468
377021183	137346000
377021183	20252085
1432149468	311777580
330072705	325076723
330072705	292606282
190876860	136862815
752534941	136862815
1119371750	136862815
53939400	325076723
143206371	325076723
14893186	20964739
14893186	122745846
14893186	42138102
125353231	268651352
125353231	232851192
125353231	20252085
125353231	137346000
125353231	136862815
127559790	298885782
143902555	298885782
625155895	136862815
625155895	423764891
57806075	42450481
57806075	30086418
167996616	325076723
132718811	807371066
132718811	137346000
40919998	325076723
40919998	308532914
14955796	136862815
43292648	144120518
2607850522	325076723
2607850522	161476738
298885782	325076723
298885782	127559790
298885782	143902555
287545295	136862815
58054750	136862815
1524664483	325076723
28031074	248241187
113366459	325076723
113366459	137346000
238925606	325076723
57083069	136862815
2201679114	325076723
312535340	325076723
53237953	601173448
272218889	111229195
59946127	231640954
1265621173	325076723
1265621173	20252085
191151867	325076723
47674938	325076723
313360008	325076723
149702745	136862815
29921283	49142437
312318161	137346000
312318161	20252085
1368142843	325076723
26955401	325076723
