436173744	1147497253
436173744	5943072
436173744	166683513
5943072	382398946
5943072	166683513
1166406182	5943072
166683513	436173744
166683513	1147497253
166683513	5943072
45518891	5943072
93896322	5943072
93896322	166683513
783248690	5943072
146548244	5943072
187762522	5943072
88196982	5943072
1617948710	5943072
75864603	49388980
2247686625	5943072
76683161	166683513
1682946565	5943072
572663573	783248690
18702712	5943072
1147497253	5943072
1147497253	436173744
1147497253	166683513
382398946	5943072
