30699754	2590214491
30699754	213397244
30699754	17152685
154161659	30699754
44273445	30699754
44273445	213518581
17152685	30699754
539490309	30699754
539490309	1132391474
539490309	193122636
539490309	154253584
539490309	15588528
119618571	539490309
119618571	30699754
125570941	541959747
798530833	2382400279
343663197	1693919988
343663197	1577576084
1577576084	1693919988
1577576084	343663197
19775860	37416154
19775860	17152685
213518581	17152685
213518581	44273445
15542781	17152685
15542781	275593193
456802508	17152685
456802508	218120019
456802508	89947367
588640557	539490309
588640557	193122636
176249183	30699754
2228420868	30699754
2590214491	30699754
2590214491	1668697268
205956223	89947367
541959747	125570941
15120279	1132391474
244143959	2751913374
1012605522	2382400279
1012605522	539490309
1012605522	1132391474
21841184	30699754
18270624	1368116144
36050010	30699754
37416154	30699754
37416154	19775860
37416154	2180849438
1368116144	18270624
1368116144	540645536
425304292	89947367
465497187	30699754
465497187	420948297
560549974	1368116144
540645536	1368116144
213397244	30699754
213397244	17152685
420948297	465497187
2382400279	1012605522
2382400279	798530833
2474368495	125570941
1132391474	539490309
1132391474	1012605522
1132391474	15120279
517912413	154253584
2180849438	37416154
275593193	15542781
2776069406	420948297
65923827	30699754
65923827	17152685
36274870	420948297
15588528	154253584
15588528	539490309
154253584	15588528
154253584	539490309
47584729	17152685
47584729	47694347
193122636	539490309
193122636	588640557
2730283578	30699754
1693919988	30699754
1693919988	343663197
1693919988	18270624
1693919988	1368116144
1693919988	1577576084
