137059210	17469289
862831734	17469289
14176869	17469289
612146497	582451659
497485493	17469289
26595683	17469289
38495355	17469289
17469289	21116332
17469289	38495355
17469289	137059210
102238015	17469289
1862771521	17469289
1123024728	366374544
366374544	1123024728
96966077	17469289
2385795939	17469289
2344349102	17469289
35937109	17469289
2887146587	17469289
20488417	17469289
77428646	17469289
366927018	17469289
21705156	17469289
2464850216	17469289
26126464	17469289
31193275	17469289
2272254662	17469289
144235818	17469289
1691768173	17469289
21116332	17469289
323495688	17469289
2715493484	17469289
2920862061	17469289
2343569504	17469289
2835637911	17469289
582451659	612146497
582451659	60403583
2780260122	17469289
60403583	582451659
32232148	17469289
